"Data Source","World Development Indicators",
"Gambia, The","GMB","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.2","","","","","59.6","","","","","","","48.3","","","","","38","","","","","39.7","","",
"Guinea-Bissau","GNB","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.5","","","","","","","","","64.1","","","","","","","","68.7","","","","","","","","45.7","","","","",
"Equatorial Guinea","GNQ","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","","","","","1","","","0.8","1","0.7","0.9","0.8","0.6","0.8","1.4","2.2","2.9","2.9","3.2","3.1","2.3","1.8","0.8","1.5","1.6","","",
"Grenada","GRD","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","58.5","","","47.4","","","","","","","","","26.7","","22.3","","","","","","22.8","","","","","","","","24.1","","","","","","","","",
"Guam","GUM","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.1","","","","","","25.3","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","2.1","2","1.9","1.9","1.8","1.6","1.5","1.4","1.4","1.4","1.5","2.2","2.8","1.9","2.4","1.7","1.6","1.8","1.8","1.8","1.7","1.7","1.5","1.4","1.3","1.2","1.1","1","1","1.1","1.1","1.1","1.2","1.2","1","1","0.9","0.8","0.7","2.2","",
"Hong Kong SAR, China","HKG","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.3","52.3","45.5","42.1","36.9","38.1","39.2","41.7","33.2","36.1","36.9","","29.8","33.4","37.3","36.4","35.2","31.1","27.2","25.7","23.1","24.8","25.3","29.1","26.5","25.5","25.4","25","24.6","24.6","24","","","",
"Heavily indebted poor countries (HIPC)","HPC","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9","2.5","2.4","2.6","2.6","2.3","1.7","1.6","1.4","1","0.7","0.8","","",
"Haiti","HTI","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.7","","","","","","","","","","",
"Hungary","HUN","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","2.2","0.8","0.8","0.6","0.7","1","1.2","1.9","1.8","1.7","1.5","1.8","1.6","1","0.9","0.9","","",
"IBRD only","IBD","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.9","63.4","63.6","63.1","63.2","63.2","62.2","61.6","61.2","61.1","61.2","61.4","60.9","60.5","59.6","57.6","56.3","55.3","54.2","53.2","52.6","51.3","50.5","49.8","49.1","48.3","48.3","47.7","47.1","46.3","45.9","","","",
"IDA blend","IDB","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","73.4","","","73.2","","","67.7","","","67.4","","","62.1","","70.6","61.3","60.9","59.1","51.5","50.5","50.9","49.3","52.3","47.9","47.4","45.7","41.4","39.1","38.1","36.1","34.3","32.2","29.8","27.4","25.5","24.5","23.7","23.1","22.2",
"IDA only","IDX","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","68.5","","","","","","65.8","","","","63.2","","","","","","61.9","","","","","","","","","","","57.8","","","","","54.3","","48.5","","","","47.3","46.7","43","39.3","38.8","","","",
"Not classified","INX","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2","","","","","","","0.5","0.6","0.4","","","","0.2","","0.5","0.2","0.1","0.1","0.4","0.2","0.4","0.8","0.9","0.8","0.6","0.9","0.6","0.5","0.4","0.3","0.1","0.1","0.2","","",
"Iran, Islamic Rep.","IRN","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","22.9","","","","23.4","","","","18.4","","","","17.5","","","","","","","7.4","7.7","","","7.3","","","","4.8","6.2","6.2","6.4","6.1","6.5","8.1","","","",
"Iraq","IRQ","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8","","","","","","5.6","","","","","","","","","","",
"Iceland","ISL","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.2","0.1","0.2","0.1","0.1","0.1","0.2","0.3","0.1","0.1","0","0.1","0.1","0","","","","","",
"Israel","ISR","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","2","","","","","","","2.4","","","","","","0.9","","","","","1.5","","","","1","2.3","2.5","3","2.6","2.3","2","2.1","2.5","1.9","2","2.1","1.6","1.6","1.4","1.2","1.4","1","","","","",
"Italy","ITA","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","1.7","","0.2","","0.5","","2","","1.4","","","2.3","","1.8","","","1.1","0.9","1","0.9","1","1","1.2","1.6","1.5","1.7","1.9","1.7","2.4","2.1","1.9","2","1.4","1.2","","",
"Jamaica","JAM","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6","","17.9","","","25.8","","","14.5","","","10","","","11.1","","9","","","","","","","","","","","","","","","","","","",
"Jordan","JOR","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","","","","","","9.8","","","","","8.3","","","","","5.6","","","","2.8","","2.2","","1.5","","","","","","","","","","","","",
"Japan","JPN","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","","0.2","","","0.8","","","","","","","","","",
"Kazakhstan","KAZ","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","","","","","33.8","31","27.2","23.6","26.3","14.2","9.5","8.5","8.9","7","3.6","3.5","2.3","2.5","3","4.6","3.3","2.4","","","","",
"Kenya","KEN","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.1","","44.9","","","43.9","","","","","","","","51.9","","","","","","","","","","48","","","","","","","",
"Kyrgyz Republic","KGZ","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.5","55.1","54.1","51.9","37.3","41","32.2","31.8","25","23.2","25.3","24","25.3","27","23.6","25.9","23.6","23.5","20.7","19.4","23.3","","",
"Cambodia","KHM","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kiribati","KIR","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.7","","","","","","","","","","","","","23.9","","","",
"St. Kitts and Nevis","KNA","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","","0.7","","0.9","","0.7","","0.5","","0.4","","","","","","",
"Kuwait","KWT","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.6","","","","","59.4","","","","","50.6","","","","","46.2","","","","","35.9","","","","","","30","","","","",
"Lebanon","LBN","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","","","","","","","","","","","",
"Liberia","LBR","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.6","","","","","","","48.4","","48.7","","","","","","",
"Libya","LBY","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.9","","","","","","","","","","","","","","","","","","","","","11.2","","","","","","",
"Latin America & Caribbean","LCN","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","26.9","27.6","30.7","30.4","29.1","24","26.8","27.7","27","28.3","27.7","27.7","27.6","26.2","26.2","27.6","26.6","25.7","26.1","24.6","24.3","23.9","23.5","22.2","20.9","18.3","17.3","16.4","16","14.9","13.9","13","12.3","11.8","11.5","11.6","11.3","11.1","11","10.7","11.5","",
"Least developed countries: UN classification","LDC","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","67.4","66.8","66.4","66.2","66","65.5","65.7","64.7","62.9","61.6","61.1","60.2","59","59.3","58.2","57.8","57.7","57.7","57.3","58.6","58.3","58.4","","","","","",
"Liechtenstein","LIE","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","43.3","","","","","41.8","","","","","39.4","","","","","","","35.8","","","","28.7","","","25.5","","","22.3","","","","17.4","","","15.6","","","",
"Lower middle income","LMC","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","59","59","58.6","58.1","57.6","57.4","57.4","57","56.8","56.6","56.4","56.1","55.9","55.8","55.3","54.7","","","","","","52.9","52.2","51","50","49.1","48.1","47.3","46.5","44.6","42.6","41.4","40.8","40.1","39.6","39.1","37.4","35.3","34.3","","","",
"Low & middle income","LMY","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","62.4","60.2","56.1","55.7","54.9","55.9","55.6","55.5","55.2","54.7","53.8","52.7","51.8","51.4","51.3","50.9","49.7","48.8","47.4","46.3","44.6","42.7","41.6","40.1","39.1","38.1","36.2","34.2","32.9","31.1","30.2","29.5","28.8","27.7","26.3","25.5","","","",
"Lesotho","LSO","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","61.4","","","","","","","","59","","","","","","","","70.4","","","","","","","","","","","","","","","46","","","","","",
"Late-demographic dividend","LTE","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","5.2","3.1","2.2","2.4","4.3","3.7","2.1","2.4","2.1","2.5","1.8","2.2","1.9","1.4","0.8","0.6","","",
"Luxembourg","LUX","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","","","","","","0","","","0","","","0","","","0","","","0.2","0","0.1","0","0","0","0.1","0","0.1","0.1","0.1","0.2","0.4","0.2","0.4","0.3","0.1","0","","",
"Latvia","LVA","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.9","6.3","3.5","2.1","2.8","4.4","4.4","3.7","3.4","2.9","2.5","1.8","1.6","1.6","1.1","0.9","0.9","","",
"Macao SAR, China","MAC","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","34.6","","","","","","23.7","","","","","","","","29.5","","29.5","","","","","","22","","","","","","","13.1","","","","","","","","","",
"Monaco","MCO","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.9","44.4","52","51.6","45.5","35.3","27.5","28.2","33.3","13.4","9.6","10","9.5","7.8","6.4","5.9","4.4","3.8","3.3","3.3","3.3","2.6","2.6","","2.5","",
"Madagascar","MDG","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","59.5","","","","","","","","","","","","","73","","","","71.8","","70.8","","71.9","","","","73.3","","","","","76.7","","77.6","","","","","","","","","","",
"Maldives","MDV","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","","","","","","","18.7","","","","","","","1","","","0.5","","","",
"Middle East & North Africa","MEA","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","26.4","26.9","27.1","27.1","27.5","25.2","27.4","26","25.3","25.3","26","25.2","24.1","22.3","21.4","20.2","20.2","","21","19.1","18.3","18.3","17.6","17.1","16.5","15.3","14.6","14.4","14.8","14.7","16.2","16.6","18.2","19.5","","","","",
"Mexico","MEX","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","","","19.9","","19.6","","32.1","","25.7","","20.8","","18.6","","16.5","16.5","14","","14.9","","14.1","","13.2","","13.6","","12","","10.7","","11.4","","",
"Marshall Islands","MHL","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.8","","","",
"Middle income","MIC","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.3","17.8","16","14.7","13","11.3","11","9.9","9.1","7.8","7.3","","","",
"Mali","MLI","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.8","","","","","","","64.5","","","","","60.6","","","61","","","","","","","","","39.3","","","","",
"Malta","MLT","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","0.6","0.2","0.5","0.3","0.3","0.2","0.1","0","0.1","0.2","0.2","0.2","0.4","0.5","","",
"Myanmar","MMR","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.7","","23.5","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4","8.5","8.3","7.8","6.7","7.1","6.9","","","","",
"Mongolia","MNG","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.6","","","52.5","","","","34.4","","","","","17.4","","","15.9","13.2","9.5","","7.3","","12.3","","10.9","","","","",
"Northern Mariana Islands","MNP","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.5","","","","","","77.1","","","","","","72.5","","","","","","67.6","","","","","","","","",
"Mauritania","MRT","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.8","","","","","","56.4","","43.3","","","","","41.3","","","","41.5","","","","32.3","","","","","","26.5","","","","","","","","",
"Mauritius","MUS","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.5","","","","","","4.7","","","","","3.1","","","","","",
"Malawi","MWI","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.6","","","","","","","70.6","","","","","","70.6","","","","","","69.2","","","71.3","","","",
"Malaysia","MYS","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","15","","","14.9","","14.4","","","13.6","","","13.3","","9.3","","","","","","9.5","","","6.8","","6.9","","","3.3","","1.4","","1","","","0.6","","","","",
"North America","NAC","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.6","","","","","","41.4","","","","","","28.8","","","","","","","",
"New Caledonia","NCL","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.5","","81.1","","","","","","","","","","","77.2","","75","","","","67.2","","","64.1","","","","62.1","","","","",
"Nigeria","NGA","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","59.9","","","","","","","61.5","","","","64.9","","","","","","","60.5","","","","","","","52.6","","52","","","50.8","","","50.9","","","","",
